sentence1;sentence2;similarity_score;same;lex_overlap;non_contextual_dist_GPT;non_contextual_dist_E5;contextual_dist_GPT;contextual_dist_E5;Centroid_GPT;Centroid_E5;VLDDR_GPT;VLDDR_E5;EOS_GPT;CLS_E5
The man is playing the guitar.;The man is playing with a skull.;1.0;0;0.5555555555555556;0.3232648968696594;0.3832227885723114;0.0343673676252365;0.6652119755744934;0.9994094371795654;0.778746485710144;9.4061582020114;0.5760912350403055;0.9999953508377075;0.9041141867637634
A cat swings on a ceiling fan.;A cat is spun around by a ceiling fan.;4.2;1;0.4545454545454545;0.3529806435108185;0.4518685638904571;0.0475179478526115;0.2827064990997314;0.9988710284233092;0.960038423538208;7.428364638255712;1.5983663811388;0.9999599456787109;0.9854550957679749
The woman is dicing onions.;A woman is cutting an onion.;4.4;1;0.4444444444444444;0.4821908473968506;0.5182691216468811;0.0547658838331699;0.3124326169490814;0.9985004663467408;0.9511929750442504;8.804584417293801;1.6588188733551652;0.9998769760131836;0.9811311364173889
A monkey is brushing a bull dog.;A monkey brushes a dog.;4.2;1;0.7142857142857143;0.3615126013755798;0.321669727563858;0.0189815945923328;0.2784931659698486;0.9998199939727784;0.9612207412719728;19.045428434216173;1.1550363415333644;0.9999860525131226;0.9776077270507812
A woman is washing her hands.;A woman is straightening her hair.;0.8;0;0.5555555555555556;0.4754526615142822;0.4631751775741577;0.0339469946920871;0.6195380091667175;0.999423623085022;0.8080863952636719;14.00573646730228;0.7476138198480045;0.9999892115592957;0.884495198726654
A man is eating a bowl of cereal.;The man is eating cereal.;4.0;1;0.5555555555555556;0.3181952238082886;0.3750896453857422;0.0470438227057457;0.2627418637275696;0.9988934397697448;0.96548330783844;6.7638045870244685;1.4275975669209044;0.9999092221260071;0.9900857210159302
A woman is bathing into bath-tub.;A woman is taking a bath.;4.4;1;0.5555555555555556;0.433784008026123;0.4539078176021576;0.0894645899534225;0.3077844083309173;0.9959981441497804;0.9526343941688538;4.8486670340965246;1.4747589719169083;0.999992311000824;0.980623722076416
A motorcyclist crashes on his motorcycle.;A person crashes on a motorcycle.;4.2;1;0.625;0.4548001289367676;0.5758379101753235;0.0313075743615627;0.2411424368619918;0.9995099902153016;0.9709252119064332;14.526840172426123;2.3879575808752445;0.9999512434005737;0.9899289608001709
A person pours some rice pudding into a bowl.;The lady poured the rice pudding into a bowl.;4.0;1;0.6363636363636364;0.3580006659030914;0.4597809612751007;0.0428539179265499;0.3430729508399963;0.9990819096565248;0.941150426864624;8.353977494349333;1.3401842382191629;0.9998255968093872;0.983666181564331
A man stares out a window.;A man looks out the window.;4.8;1;0.625;0.2808926999568939;0.3177339136600494;0.0222106464207172;0.2172101885080337;0.9997532963752748;0.9764099717140198;12.646759334968657;1.4627947051769985;0.999937891960144;0.9893820285797119
A woman is firing a rifle.;A woman is cutting a lemon.;0.2;0;0.5;0.4635215699672699;0.4811458587646484;0.0487493500113487;0.6688621044158936;0.998811662197113;0.7763117551803589;9.508261543166489;0.7193498564025022;0.9999934434890747;0.8767271637916565
The lady put the baby int a trashcan.;A woman puts a baby in a trash can.;5.0;1;0.3333333333333333;0.3845925629138946;0.5439388751983643;0.0826781541109085;0.3509193062782287;0.9965822696685792;0.9384279251098632;4.651682987479177;1.5500397540598654;0.9998544454574585;0.976836621761322
Someone is frying meat.;Someone is playing paino.;0.25;0;0.4285714285714285;0.6072601675987244;0.6264833211898804;0.0462984070181846;0.7001316547393799;0.9989283680915833;0.7549078464508057;13.116221630696934;0.8948078792739136;0.9998863935470581;0.8513481616973877
A person is cutting a potato.;A person is slicing a shallot.;1.0;0;0.5;0.4104821979999542;0.4820071160793304;0.0385997369885444;0.4628782868385315;0.9992550015449524;0.8928718566894531;10.634326294030869;1.0413258296720922;0.999971330165863;0.9122272729873657
A man is dancing on the ceiling of a room.;A man is dancing upside-down on the ceiling.;4.6;1;0.6153846153846154;0.3539676666259765;0.3918042182922363;0.069397896528244;0.2843035757541656;0.9975918531417848;0.9595857262611388;5.100553249217236;1.37811920674197;0.999971866607666;0.9767533540725708
Two men are dancing.;Two women are shopping.;0.4;0;0.4285714285714285;0.4567181468009949;0.4998227655887604;0.0315644517540931;0.8729845881462097;0.9995017647743224;0.6189489960670471;14.46938316429872;0.5725447761341793;0.9999879002571106;0.8612313866615295
A woman is boiling shrimp.;A woman is combing her hair.;1.0;0;0.4444444444444444;0.5573580265045166;0.579692542552948;0.0440694987773895;0.6799957156181335;0.9990286827087402;0.7688030004501343;12.647251318194636;0.8524944043595813;0.9999839067459106;0.8840286731719971
The deer jumped over the fence.;A deer jumps over a cyclone fence.;4.0;1;0.625;0.4213773906230926;0.4457085728645324;0.0444963276386261;0.3139735162258148;0.9990101456642152;0.9507102966308594;9.46993635172054;1.419573785146807;0.9999814629554749;0.9716137647628784
A woman is riding on a horse.;A woman is picking tomatoes.;0.5;0;0.4444444444444444;0.5496548414230347;0.5671010613441467;0.0533964559435844;0.7437564730644226;0.9985744953155518;0.7234131097793579;10.29384500731224;0.7624821858794439;0.9999627470970154;0.8725336194038391
A woman is cutting some flowers.;A woman is cutting broccoli.;1.0;0;0.625;0.3913328945636749;0.5803459882736206;0.0140580423176288;0.4451840221881866;0.9999011754989624;0.9009056687355042;27.836940999454907;1.3036092028215216;0.9999860525131226;0.9332958459854126
A man plays the keyboard with his nose.;The man is playing the piano with his nose.;4.4;1;0.6363636363636364;0.2817050516605377;0.3170048892498016;0.0410086140036582;0.4572690725326538;0.999159336090088;0.8954524993896484;6.8694116712992885;0.6932567896928218;0.9999765157699585;0.9668954014778137
A man is playing guitar.;A cat is playing.;0.4;0;0.5714285714285714;0.4206019937992096;0.4647342264652252;0.0450676120817661;0.7536313533782959;0.9989845156669616;0.7160199284553528;9.332688695289908;0.6166598886603717;0.9999510049819946;0.9000694155693054
A animal is eating.;The animal is hopping.;0.4;0;0.4285714285714285;0.4577037990093231;0.4263664186000824;0.0377602130174636;0.5760385394096375;0.9992871880531312;0.8340897560119629;12.121324601575742;0.7401699529289325;0.9999490976333618;0.9207803010940552
A man is lifting weights.;A man is lifting a barbell.;4.2;1;0.7142857142857143;0.4408676326274872;0.408220887184143;0.0405885204672813;0.3560181856155395;0.9991763234138488;0.9366255402565002;10.861879850557088;1.1466293118660424;0.9999696612358093;0.9593412280082703
A man is climbing a rope.;A man is sitting on a rock.;0.25;0;0.4444444444444444;0.4357046484947204;0.4847616553306579;0.033018309623003;0.6387082934379578;0.9994548559188844;0.796025812625885;13.195849620090067;0.7589719130173566;0.9999724626541138;0.8786647915840149
A cat is playing the piano.;A cat is licking its paw.;0.25;0;0.4;0.546680748462677;0.5633989572525024;0.0408862344920635;0.66144859790802;0.9991640448570251;0.781242847442627;13.370777604105212;0.8517652906580774;0.9999831914901733;0.9153785705566406
A woman is dancing in the rain.;A woman is adding oil to a dish.;0.25;0;0.3333333333333333;0.4435718953609466;0.5019720196723938;0.0539670512080192;0.7332996726036072;0.9985436797142028;0.7311358451843262;8.219309475538546;0.6845387205617096;0.9999622106552124;0.8858264088630676
A man is playing a flute.;A woman is applying eye liner.;0.0;0;0.3;0.6380565762519836;0.6167585849761963;0.076552614569664;0.8581697344779968;0.997069776058197;0.6317723989486694;8.334876344051487;0.7186906741139678;0.9999715685844421;0.8727225065231323
A woman is adding oil on fishes.;A woman is riding a horse.;0.8;0;0.4;0.5094905495643616;0.556796133518219;0.0684854686260223;0.7506855130195618;0.9976548552513124;0.7182354927062988;7.439396411909359;0.7417169025662411;0.9998505115509033;0.8850524425506592
A woman is smoking.;A woman is making some food.;0.8;0;0.5;0.4470259547233581;0.5223518013954163;0.0347565449774265;0.6085598468780518;0.9993960857391356;0.8148273229598999;12.86163383079906;0.858340891327471;0.999919593334198;0.9234209656715393
A man is being put into an abulance.;A man is pouring pasta onto a plate.;0.0;0;0.3333333333333333;0.5367421507835388;0.6405122876167297;0.09991355240345;0.635870099067688;0.9950084090232848;0.7978346347808838;5.372065529370619;1.0073005297085806;0.9999340772628784;0.9268600940704346
A man is diving into a swimming pool.;A man is singing into a microphone.;0.667;0;0.5;0.4904718101024627;0.5541766881942749;0.0380438901484012;0.6924031972885132;0.999276340007782;0.7602888345718384;12.892262284146936;0.8003670265597552;0.999965488910675;0.8990850448608398
A man is firing a shot gun.;A man shoots a shotgun.;5.0;1;0.3333333333333333;0.447450578212738;0.4165011942386627;0.0446834824979305;0.3887232542037964;0.999001920223236;0.9244470596313475;10.013780332216973;1.0714594244992175;0.9999933242797852;0.9594456553459167
A man is peeling potato.;A man is playing a guitar.;0.4;0;0.5;0.5805948376655579;0.5510242581367493;0.0733457207679748;0.7660692930221558;0.997310221195221;0.7065689563751221;7.915865187312531;0.7192877500192569;0.9998932480812073;0.864761471748352
A woman is slipping in the water-tub.;A woman is lying in a raft.;0.8;0;0.4166666666666667;0.4207893311977386;0.4767884016036987;0.0634993687272071;0.5783138871192932;0.997983992099762;0.8327763676643372;6.626669518644295;0.8244457071205484;0.9999865889549255;0.9103690385818481
A man is mowing a lawn.;A man is mixing.;0.8;0;0.5714285714285714;0.4922681748867035;0.5680155158042908;0.0497709065675735;0.6702049970626831;0.9987614154815674;0.7754126787185669;9.89068130029649;0.8475250382998342;0.9997990131378174;0.8879376649856567
A woman is peeling a potato.;A woman is hitting a man.;0.75;0;0.5;0.5073403120040894;0.4560743272304535;0.0414688438177108;0.7445633411407471;0.9991400837898254;0.7228125929832458;12.234252641193963;0.6125393261125387;0.9998719692230225;0.8749052882194519
A man is playing piano.;A man is laying on the ground.;0.75;0;0.4;0.5377554297447205;0.5845011472702026;0.0429135002195835;0.7274930477142334;0.9990792870521544;0.7353770136833191;12.531148169995152;0.8034456811741252;0.999987006187439;0.8788024187088013
A woman is doing ballet.;A woman is riding on a horse.;1.0;0;0.4444444444444444;0.4993982911109924;0.5234588384628296;0.0568873137235641;0.6528158187866211;0.998382031917572;0.7869157791137695;8.778728655350958;0.801847662692633;0.9999898076057434;0.9027332663536072
A woman is cutting an onion.;A woman is rowing a boat.;0.8;0;0.4444444444444444;0.5218310952186584;0.522813081741333;0.0460106506943702;0.6945067048072815;0.9989417791366576;0.758830189704895;11.34152826233575;0.7527833469748982;0.9998977780342102;0.8748192191123962
The boy played his trumpet.;A boy is playing the trumpet.;4.4;1;0.625;0.3640542328357696;0.3466673791408539;0.0348540619015693;0.2502502799034118;0.9993927478790284;0.9686874151229858;10.44510203326911;1.385282682899119;0.9999718070030212;0.9942774772644043
A cat is playing.;A woman is playing flute.;0.25;0;0.5714285714285714;0.5056528449058533;0.438751608133316;0.0541546866297721;0.7341634035110474;0.9985335469245912;0.7305020093917847;9.337194550911953;0.597621191733393;0.9999199509620667;0.892607569694519
A band is performing on a stage.;A band is playing and singing on a stage.;4.5;1;0.6;0.2699770331382751;0.3139422237873077;0.024057587608695;0.2302570939064026;0.9997107982635498;0.973490834236145;11.222115763622888;1.3634421353155894;0.9999926090240479;0.9904054403305054
The woman is slicing fish cake.;The woman is riding a horse.;0.8;0;0.4;0.5650362372398376;0.5704212784767151;0.0465783439576625;0.8202192187309265;0.998915195465088;0.6636202335357666;12.130878627918324;0.6954497839727433;0.9999522566795349;0.8740267753601074
A man is eating bread.;A man is playing flute.;0.8;0;0.5;0.5468213558197021;0.5216017961502075;0.0531083941459655;0.7069975733757019;0.998590052127838;0.7500772476196289;10.296326307980484;0.7377702778521784;0.9999878406524658;0.8914867043495178
A woman is cooking shrimp.;A woman is dancing.;0.8;0;0.5714285714285714;0.4718339145183563;0.4371131956577301;0.0404304340481758;0.7469245195388794;0.999182939529419;0.721051812171936;11.670265868432969;0.5852173602863994;0.9999595284461975;0.8750209808349609
A woman is dancing.;A woman is slicing ginger.;0.25;0;0.5714285714285714;0.4851081073284149;0.4389916956424713;0.04616354778409;0.7441783547401428;0.9989347457885742;0.7230992317199707;10.508466758172434;0.5899011881308499;0.9999687075614929;0.8747148513793945
A big turtle is walking.;The tortoise is walking.;4.25;1;0.375;0.5575193166732788;0.6000547409057617;0.0362879671156406;0.4194353818893432;0.9993415474891664;0.9120370745658876;15.363751705809388;1.4306249944933591;0.999925971031189;0.9496877789497375
A man is burning a flag.;A man is shooting a gun.;0.5;0;0.5;0.4400017857551574;0.521030843257904;0.0253270380198955;0.654127836227417;0.9996795058250428;0.7860584259033203;17.372808672278055;0.7965275507351443;0.9999906420707703;0.8997936844825745
The man is pushing the van.;The woman is singing.;0.0;0;0.375;0.5088378190994263;0.5680776834487915;0.0531085841357708;0.9141324162483216;0.9985898733139038;0.582180917263031;9.581084251815014;0.6214391628077598;0.9999599456787109;0.8422529101371765
A man is eating wood.;A man is adding oil to car.;0.5;0;0.4;0.4472155570983886;0.5314711928367615;0.0626590773463249;0.7256036996841431;0.9980371594429016;0.7367496490478516;7.137282833364586;0.732453807868003;0.9999251365661621;0.8786981701850891
A dog is speaking to the camera.;A dog is eating some water melon.;0.6;0;0.3333333333333333;0.5139918327331543;0.6365864872932434;0.0619179531931877;0.6811358332633972;0.998082995414734;0.7680270671844482;8.301176092327681;0.9345955038707728;0.9999255537986755;0.8894845247268677
A man is cutting a rope with a sword.;The man slced through a thick rope with a sword.;4.4;1;0.5;0.3649882674217224;0.4515429437160492;0.0785803198814392;0.3842106163501739;0.99691241979599;0.9261910915374756;4.644779608589163;1.1752484822140048;0.9999227523803711;0.9579916596412659
A man is dancing.;A rat is running.;0.0;0;0.4285714285714285;0.5515402555465698;0.5235960483551025;0.0461946725845336;0.7600899338722229;0.9989330172538756;0.7111316919326782;11.939477534715325;0.6888606532225476;0.9999600648880005;0.8707261085510254
A man is playing guitar.;A woman is peeling a tuber.;0.0;0;0.3333333333333333;0.6052305698394775;0.6270059943199158;0.056773368269205;0.8818590641021729;0.9983885288238524;0.6111623048782349;10.6604661356294;0.7110047623746717;0.9999658465385437;0.8664106130599976
A woman is riding a horse.;A man is running on rope.;0.0;0;0.3;0.4944534003734588;0.5629907846450806;0.0480925925076007;0.8438378572463989;0.9988434910774232;0.6439687609672546;10.28127981030162;0.667178865952074;0.9999550580978394;0.8736088871955872
A man is playing soccer.;A man is drawing some figures.;0.4;0;0.4444444444444444;0.5113390684127808;0.613319993019104;0.0390751063823699;0.7468404173851013;0.9992366433143616;0.7211146950721741;13.086056974715952;0.821219605610674;0.9999380111694336;0.8785142302513123
A woman is peeling an orange.;A man is playing a flute.;0.0;0;0.3;0.5602575540542603;0.5580808520317078;0.0806242227554321;0.8670044541358948;0.9967496991157532;0.6241516470909119;6.948997893024803;0.6436885639623644;0.9999203681945801;0.8570829033851624
A woman is scraping a carrot.;A man is striking clay pots.;0.0;0;0.3;0.5933532118797302;0.6078019738197327;0.0796950384974479;0.7709779739379883;0.9968246221542358;0.7027963995933533;7.445296759580973;0.7883519301014684;0.9999397993087769;0.8832944631576538
A woman is cutting flowers.;A man is holding huge sunflowers.;1.0;0;0.3;0.5536631941795349;0.6512183547019958;0.0585256367921829;0.7161012887954712;0.9982874393463136;0.7435994148254395;9.460182315410291;0.909394194496406;0.9997727870941162;0.8908525705337524
The man danced in the diner.;The bomb exploded in the desert.;0.0;0;0.3333333333333333;0.5535351634025574;0.6151592135429382;0.0812040194869041;0.8348718881607056;0.9967030882835388;0.651494562625885;6.816598080983252;0.7368306709885595;0.9998071193695068;0.8561146855354309
American flag is waving.;A American flag is blowing in the wind.;4.2;1;0.4;0.5258917808532715;0.5493273138999939;0.029401222243905;0.408496618270874;0.9995677471160888;0.9165652990341188;17.886731935516384;1.3447536389046313;0.999929666519165;0.9379756450653076
A woman is slicing a lemon.;A man is showing a bread.;0.25;0;0.3333333333333333;0.4819159805774688;0.5172587037086487;0.0650466084480285;0.8199059963226318;0.9978845119476318;0.663877010345459;7.408779520957096;0.6308756199230285;0.9999362230300903;0.8599070310592651
A woman is playing the flute.;A woman is slicing some tuna.;0.4;0;0.4;0.5577968955039978;0.4619781076908111;0.07996866106987;0.728863537311554;0.9968026280403136;0.7343790531158447;6.975193632623673;0.633833473677169;0.9999604225158691;0.8896853923797607
A man is slicing a potatoe.;A man is peeling a banana.;1.0;0;0.5;0.5282199382781982;0.3745487928390503;0.0377810224890708;0.5737548470497131;0.99928617477417;0.83540278673172;13.981091656029138;0.6528028386426815;0.9999735355377197;0.8933868408203125
The woman droppped eggplant into the pan.;A woman puts chopped eggplant into a skillet.;4.0;1;0.3636363636363636;0.4423957765102386;0.5989854335784912;0.0546902194619178;0.388088047504425;0.9985044598579408;0.9246939420700072;8.08912052032063;1.5434266461701875;0.9999647736549377;0.9690468907356262
A man is preparing a hanging rope.;A man is tying a noose.;4.667;1;0.4444444444444444;0.4699833691120147;0.4816313982009887;0.0558912195265293;0.5611891150474548;0.9984381198883056;0.8425334692001343;8.408894511398746;0.8582336778935233;0.9999803304672241;0.9175165891647339
The girl is riding the horse.;The girl is spraying the plants with water.;0.2;0;0.4;0.485792726278305;0.549497663974762;0.0396804325282573;0.7907930612564087;0.9992126226425172;0.6873230934143066;12.242626789220624;0.6948691015342527;0.9999251365661621;0.8896949887275696
A man is shooting a pistol.;A woman is chopping garlic.;0.8;0;0.3333333333333333;0.6105730533599854;0.6348432302474976;0.0376031547784805;0.9002788662910461;0.9992931485176086;0.5947490334510803;16.237282668352155;0.7051628712144651;0.999947190284729;0.8605748414993286
A woman is swinging her arms.;A woman is slicing an onion.;0.8;0;0.4;0.5198622941970825;0.5424260497093201;0.0589112043380737;0.7187773585319519;0.998264729976654;0.7416794896125793;8.824506306368288;0.7546509962656365;0.9999797940254211;0.8669073581695557
A man is walking outside.;A man is dancing.;0.75;0;0.5714285714285714;0.4052339196205139;0.4962203204631805;0.0258182976394891;0.6364313364028931;0.9996669292449952;0.7974776029586792;15.695609574223331;0.7796918411777388;0.9999958276748657;0.9055988192558289
A man dries his hands.;A woman fixes her hair.;0.25;0;0.2;0.6311736106872559;0.7603521347045898;0.0497264228761196;0.737443208694458;0.9987637400627136;0.7280886173248291;12.692922076049186;1.0310653427139005;0.9999823570251465;0.8614771962165833
A woman with a knife is slicing a pepper.;A women slicing green pepper.;4.0;1;0.5555555555555556;0.4808658361434936;0.5796822309494019;0.0978149995207786;0.3056844174861908;0.995216190814972;0.953278422355652;4.916074615338972;1.8963421024743232;0.9999778866767883;0.960203230381012
A man is slicing a carrot by a machine.;A man is climbing a rope.;0.4;0;0.4;0.4680507183074951;0.5262032151222229;0.0437170639634132;0.7064521312713623;0.99904465675354;0.7504628300666809;10.706362135828844;0.7448533196088523;0.9999027848243713;0.8808976411819458
A cat is playing with an antenna.;A boy is playing in the mud.;0.4;0;0.3333333333333333;0.4458708167076111;0.5117481350898743;0.0512381643056869;0.7608882188796997;0.9986872673034668;0.7105244994163513;8.701928001314513;0.6725667744512472;0.9999600648880005;0.8671168088912964
The people threw the dummy over the cliff edge.;Some people are throwing a dummy off a cliff.;4.5;1;0.4166666666666667;0.3637039959430694;0.5698345303535461;0.0404028743505477;0.3507968187332153;0.9991837739944458;0.9384708404541016;9.001933693812513;1.624400507425671;0.999926745891571;0.9810354113578796
A gun is being fired.;A potato is being peeled.;0.5;0;0.4285714285714285;0.5685699582099915;0.6122692823410034;0.0680108070373535;0.7363159656524658;0.997687578201294;0.7289193868637085;8.359994285874542;0.8315306348117253;0.999964714050293;0.8717275261878967
A woman is cutting a plastic sheet.;A woman is playing a guitar on streets.;0.5;0;0.3636363636363636;0.4753275513648987;0.6128206849098206;0.0448965243995189;0.6642774343490601;0.9989922046661376;0.7793676853179932;10.58717924655191;0.9225372611224358;0.9999643564224243;0.9032289385795593
A woman cuts a pineapple.;A woman is slicing a pineapple into pieces.;4.0;1;0.4444444444444444;0.3883258104324341;0.4408991634845733;0.033249944448471;0.2619761824607849;0.9994474053382874;0.9656842350959778;11.67899125468435;1.6829742282032505;0.9999884366989136;0.9877322912216187
A person is adding oil in the pan.;The cook pouring oil into the pan.;4.25;1;0.3333333333333333;0.4717511236667633;0.571226179599762;0.0618995130062103;0.3422711193561554;0.9980842471122742;0.9414252042770386;7.621241278900416;1.668928949291114;0.9998452663421631;0.9819581508636475
A boy is riding a bike on a gate.;A woman is riding a horse.;0.8;0;0.4;0.3833400905132293;0.4632231891155243;0.0309245232492685;0.8177800178527832;0.9995216131210328;0.665617823600769;12.39599030915688;0.5664398481290769;0.9999504685401917;0.8794066905975342
A man is doing a card trick.;A man is squeezing water.;0.25;0;0.4444444444444444;0.4710416793823242;0.5855751633644104;0.052560057491064;0.6224183440208435;0.9986186027526855;0.8062976598739624;8.961970398575149;0.940806402943678;0.9999223947525024;0.8999078273773193
A man is playing the piano.;Someone is playing guitar.;0.75;0;0.3333333333333333;0.5273603796958923;0.5140036940574646;0.05829319357872;0.6546353697776794;0.9983009696006776;0.7857263088226318;9.04668876965432;0.7851755615221727;0.9998668432235718;0.9179645776748657
A man is mowing grass.;A guy is mowing the lawn.;4.8;1;0.4444444444444444;0.3370351791381836;0.4014401137828827;0.0377909243106842;0.2559248805046081;0.9992858171463012;0.967251181602478;8.918415870630014;1.568585723245671;0.9998852610588074;0.9783933162689209
A person is mixing water and flour.;A person is hitchhiking on a road.;0.8;0;0.3636363636363636;0.5655390620231628;0.6737027764320374;0.0742112472653389;0.7469704151153564;0.9972466826438904;0.7210176587104797;7.620665099470758;0.901913600323777;0.9999306797981262;0.8810240030288696
The two dogs were in the pen.;The cowboy rode his horse in the desert.;0.0;0;0.25;0.5923648476600647;0.672197163105011;0.0784407332539558;0.8194150924682617;0.9969236850738524;0.6642794609069824;7.551750513884841;0.8203377864083545;0.9998427629470825;0.8644834756851196
A man is opening a box using a knife.;A man is playing a guitar.;0.0;0;0.4;0.4315002858638763;0.5229976177215576;0.0555350296199321;0.6912708878517151;0.9984577894210817;0.7610723972320557;7.769875857039353;0.7565740535477984;0.9999915957450867;0.9206628203392029
A man is kicking oots of water.;A woman is slicing a red pepper.;0.25;0;0.25;0.5505128502845764;0.6674895286560059;0.0668576136231422;0.7957906723022461;0.9977651834487916;0.6833585500717163;8.234108584665677;0.838775260741545;0.9999616742134094;0.8557628989219666
A man is eating.;A woman is rock climbing.;0.0;0;0.375;0.5200170278549194;0.5065042972564697;0.0338933616876602;0.8501631617546082;0.9994256496429444;0.6386114358901978;15.342739756742557;0.595773046918572;0.9999815225601196;0.8523942828178406
The woman is peeling lemon.;The man is balancing on the wire.;0.4;0;0.3;0.6248504519462585;0.6385660767555237;0.0503720343112945;0.8783668875694275;0.9987315535545348;0.6142358779907227;12.404709487902355;0.7269924285540084;0.9999377727508545;0.8400602340698242
A man is playing the trumpet.;Someone is playing with a toad.;0.8;0;0.4;0.4944937527179718;0.4457692503929138;0.064840979874134;0.7146416306495667;0.9978979825973512;0.7446436882019043;7.626253546412428;0.6237661385437847;0.9998530745506287;0.8706346750259399
The man drilled holes into the wood.;A man drills wood.;4.2;1;0.5;0.5102760195732117;0.5319995880126953;0.0767867267131805;0.3940968811511993;0.9970519542694092;0.9223437309265136;6.645367518780067;1.3499208277382642;0.9999619126319885;0.9618561267852783
Someone is cutting a circle out of a pink sheet of paper.;Someone is pouring tomato sauce into a pot of meat.;0.2;0;0.2941176470588235;0.5443918108940125;0.6984285712242126;0.0433086864650249;0.6258317232131958;0.999062478542328;0.8041673302650452;12.570037452732494;1.1160005882064978;0.9999528527259827;0.8718258738517761
A man is playing flute.;A man is petting a tied up dog.;0.2;0;0.4;0.550546407699585;0.6448403596878052;0.0481360591948032;0.7877915501594543;0.9988415241241456;0.6896923184394836;11.437297047345783;0.8185418586392367;0.999886155128479;0.8712512254714966
A man is placing meat in a bag.;A man is drivong a car.;0.5;0;0.4;0.4936522245407104;0.5915574431419373;0.0927471667528152;0.7043960690498352;0.9956989884376526;0.7519131302833557;5.322558540859429;0.8398079846468951;0.9999231100082397;0.9067386388778687
A girl is eating a cupcake.;A man is playing a trumpet.;0.0;0;0.3333333333333333;0.5977007746696472;0.6099501848220825;0.0614489465951919;0.8687179684638977;0.9981120824813844;0.6226645112037659;9.726786345209929;0.7021268201699812;0.999879002571106;0.8656949996948242
A rabbit is sniffing and pawing a stuffed rabbit.;A live rabbit is playing with a stuffed animal bunny.;4.5;1;0.3846153846153846;0.4394401609897613;0.509726345539093;0.0328883230686187;0.3944027125835418;0.999459445476532;0.9222231507301332;13.36158611896708;1.2924007094173406;0.9999892115592957;0.9576120376586914
A man is buttering bread.;A woman is ridint a horse.;0.0;0;0.3333333333333333;0.5753960609436035;0.645003080368042;0.0412277244031429;0.8996107578277588;0.9991499185562134;0.5953502655029297;13.956532146114258;0.7169801769884299;0.9998593926429749;0.8409092426300049
A woman is squeezing some cucumber slices.;A woman is getting doused in green slime.;0.75;0;0.3076923076923077;0.5803980827331543;0.6985799074172974;0.059312853962183;0.5548916459083557;0.998241126537323;0.8460477590560913;9.78536765577336;1.258948323638437;0.9999323487281799;0.9061689376831055
A man is taking out the insides of a green pepper.;Someone is removing the seeds from a bell pepper.;4.0;1;0.3125;0.490940511226654;0.5522846579551697;0.0535827614367008;0.4482017457485199;0.9985644221305848;0.8995576500892639;9.16228462406924;1.232223352974286;0.9998735785484314;0.9446247220039368
A woman is feeding an aardvark.;A woman is chopping up garlic.;0.4;0;0.4;0.5822159051895142;0.6798233985900879;0.1014290228486061;0.5986406803131104;0.9948561191558838;0.8208147287368774;5.7401312645842495;1.1356117633611469;0.9999611377716064;0.9050204157829285
A man is peeling a potato.;A man is hiking.;0.5;0;0.5714285714285714;0.5301735401153564;0.4552356004714966;0.0442266948521137;0.7572849988937378;0.9990221261978148;0.7132596969604492;11.98763646906384;0.6011417116891487;0.9998650550842285;0.8553069233894348
A woman is in the rain.;A car is driving along the road.;0.0;0;0.3636363636363636;0.5257949829101562;0.6558945775032043;0.0403405874967575;0.778311550617218;0.9991864562034608;0.6971155405044556;13.033895030716112;0.8427146905157268;0.9999793171882629;0.865062952041626
A woman is hitting a man.;A man is holding a slow loris.;0.0;0;0.4444444444444444;0.490522176027298;0.5016096830368042;0.0607060007750988;0.7839599251747131;0.9981573224067688;0.692703366279602;8.080291400590943;0.6398409751940006;0.999968945980072;0.8669893741607666
A woman is riding an elephant.;A man is lifting himself.;0.0;0;0.3;0.5573840141296387;0.6099923253059387;0.0463719852268695;0.8542313575744629;0.9989248514175416;0.6351443529129028;12.019843692322029;0.7140832748612439;0.9999887347221375;0.8541407585144043
A man is lifting weights.;A woman is exercising her abs.;1.0;0;0.3;0.5948078036308289;0.6361753344535828;0.0393250212073326;0.6967309713363647;0.999226987361908;0.7572829723358154;15.125428680504308;0.9130860556311524;0.9999023675918579;0.9004088640213013
A woman is wearing headphones.;A woman is chopping some shiso leaves.;0.6;0;0.4;0.6106976866722107;0.7229946851730347;0.0581602528691291;0.7203077077865601;0.9983088374137878;0.7405784130096436;10.500258450498627;1.0037303188032396;0.9997905492782593;0.8874464631080627
A kitten is eating its food from a plate.;A kitten eats some food.;4.0;1;0.5;0.4222411215305328;0.4614976048469543;0.0300448015332222;0.3487211167812347;0.9995485544204712;0.9391967058181764;14.05371644953745;1.3234002262514786;0.9999755620956421;0.9747874140739441
A woman is reading a lifestyle magazine.;A woman is slicing a meat into pieces.;0.5;0;0.3636363636363636;0.5331097841262817;0.6620984077453613;0.0398885756731033;0.7349710464477539;0.9992046356201172;0.7299087643623352;13.36497418446944;0.9008496469968456;0.9999868273735046;0.8915717005729675
A woman is seasoning a piece of meat.;A man is loading a rifle with bullets.;0.0;0;0.2307692307692307;0.5221222639083862;0.6212847232818604;0.0454675704240798;0.8208754658699036;0.9989665746688844;0.6630816459655762;11.483399245627323;0.7568562456955251;0.9999808073043823;0.8957177400588989
